"Time","Temperature","Humidity","CO2","Sensor Name"
2024-03-14 17:48:43,22.9 °C,80.5 %H,583 ppm,AM103-Sensor_4
2024-03-14 17:48:34,23.2 °C,81 %H,638 ppm,AM307-Sensor_2
2024-03-14 17:48:26,23.4 °C,77.5 %H,566 ppm,AM319-Sensor_3
2024-03-14 17:42:10,22.9 °C,78 %H,906 ppm,AM103L-Sensor_5
2024-03-14 17:39:34,23.2 °C,78 %H,588 ppm,AM319-Sensor_1
2024-03-14 17:38:42,23 °C,79 %H,587 ppm,AM103-Sensor_4
2024-03-14 17:38:34,23.3 °C,80.5 %H,656 ppm,AM307-Sensor_2
2024-03-14 17:38:26,23.6 °C,76 %H,569 ppm,AM319-Sensor_3
2024-03-14 17:32:11,22.9 °C,81 %H,918 ppm,AM103L-Sensor_5
2024-03-14 17:29:34,23.1 °C,78 %H,598 ppm,AM319-Sensor_1
2024-03-14 17:28:42,22.9 °C,80 %H,578 ppm,AM103-Sensor_4
2024-03-14 17:28:34,23.2 °C,80.5 %H,660 ppm,AM307-Sensor_2
2024-03-14 17:28:26,23.4 °C,77.5 %H,570 ppm,AM319-Sensor_3
